Fid,customer,age,gender,zipcodeOri,merchant,zipMerchant,category,amount,Type,Date_Time,Label,results
206.126.112.142-10.42.0.151-443-41347-6,C1321173882,37,F,28007,M1823072687,28007,es_transportation,1805804.86,CASH_IN,2019-12-21 05:23:38+09,1,1
172.217.11.14-10.42.0.151-443-50281-6,C446179646,38,F,28007,M1823072687,28007,es_transportation,16166.68,PAYMENT,2019-12-21 05:23:41+09,0,0
10.42.0.211-104.192.108.27-45013-80-6,C1744098311,30,F,28007,M1823072687,28007,es_transportation,319830.85,PAYMENT,2019-12-21 05:24:06+09,1,1
10.42.0.151-106.11.95.7-53017-443-6,C460167545,19,F,28007,M348934600,28007,es_transportation,14250.71,PAYMENT,2019-12-21 05:24:14+09,0,0
10.42.0.1-10.42.0.42-53-40890-17,C788955662,35,F,28007,M1823072687,28007,es_transportation,14803.8,PAYMENT,2019-12-21 05:24:16+09,1,1
172.217.12.174-10.42.0.151-443-34240-6,C1791750813,48,F,28007,M85975013,28007,es_food,236397.36,PAYMENT,2019-12-21 05:24:23+09,0,0
10.42.0.151-10.42.0.1-17414-53-17,C1739741081,65,F,28007,M1823072687,28007,es_transportation,25099.5,CASH_OUT,2019-12-21 05:25:22+09,1,1
172.217.10.109-10.42.0.151-443-60900-6,C545102882,45,F,28007,M348934600,28007,es_transportation,96531.83,CASH_OUT,2019-12-21 05:25:26+09,0,0
172.217.12.206-10.42.0.211-443-46792-6,C545102882,58,F,28007,M1823072687,28007,es_transportation,195762.82,CASH_OUT,2019-12-21 05:25:35+09,0,0
10.42.0.211-66.231.239.120-48297-443-6,C1060120913,66,M,28007,M85975013,28007,es_food,33304.41,CASH_OUT,2019-12-21 05:25:38+09,0,0
172.217.7.2-10.42.0.211-443-34947-6,C1153569753,64,F,28007,M1823072687,28007,es_transportation,245146.68,CASH_OUT,2019-12-21 05:25:42+09,0,0
10.42.0.211-10.42.0.1-51222-53-17,C1806963277,59,M,28007,M1823072687,28007,es_transportation,19738.33,CASH_OUT,2019-12-21 05:26:27+09,0,0
10.42.0.211-23.194.141.191-39110-443-6,C1389311354,35,M,28007,M1823072687,28007,es_transportation,1832582.43,CASH_OUT,2019-12-21 05:26:19+09,0,0
8.0.6.4-8.6.0.1-0-0-0,C1983995504,28,F,28007,M1823072687,28007,es_transportation,96550.97,CASH_OUT,2019-12-21 05:31:57+09,1,1
10.42.0.211-101.37.100.196-49798-9500-6,C1228157206,38,F,28007,M1823072687,28007,es_transportation,149252.11,CASH_OUT,2019-12-21 05:36:23+09,0,0
10.42.0.211-10.42.0.1-33066-53-17,C1769359992,46,F,28007,M85975013,28007,es_food,361752.58,CASH_OUT,2019-12-21 05:36:47+09,0,0
158.85.48.247-10.42.0.211-443-50106-6,C360122873,35,F,28007,M348934600,28007,es_transportation,9271.24,CASH_OUT,2019-12-21 05:36:41+09,0,0
10.42.0.151-10.42.0.1-1689-53-17,C367433559,59,M,28007,M1823072687,28007,es_transportation,11570.23,PAYMENT,2019-12-21 05:37:21+09,1,1
172.217.10.10-10.42.0.211-443-32863-6,C914000857,55,E,28007,M1823072687,28007,es_transportation,31024.67,PAYMENT,2019-12-21 05:46:25+09,0,0
183.79.249.252-10.42.0.211-80-35050-6,C2108669396,29,M,28007,M1823072687,28007,es_transportation,414403.88,CASH_OUT,2019-12-21 05:46:38+09,0,0
172.217.10.106-10.42.0.42-443-42091-6,C2009344338,31,F,28007,M855959430,28007,es_hyper,238409.0,PAYMENT,2019-12-21 05:46:32+09,0,0
208.80.154.224-10.42.0.211-443-34708-6,C201406562,60,M,28007,M348934600,28007,es_transportation,16129.99,PAYMENT,2019-12-21 05:46:50+09,1,1
10.42.0.42-106.39.169.66-50131-80-6,C731767226,55,M,28007,M1823072687,28007,es_transportation,19809.77,PAYMENT,2019-12-21 05:46:48+09,0,0
10.42.0.211-123.125.104.197-60038-80-6,C1756466427,41,M,28007,M1823072687,28007,es_transportation,346004.59,PAYMENT,2019-12-21 05:47:14+09,0,0
182.22.24.124-10.42.0.211-443-55179-6,C30024621,60,F,28007,M348934600,28007,es_transportation,211395.41,TRANSFER,2019-12-21 05:47:14+09,1,1
172.217.2.170-10.42.0.42-443-34019-6,C1355273346,54,F,28007,M1823072687,28007,es_transportation,177650.32,TRANSFER,2019-12-21 05:47:33+09,0,0
172.217.11.42-10.42.0.211-443-39098-6,C132520837,51,F,28007,M1823072687,28007,es_transportation,15051.08,TRANSFER,2019-12-21 05:51:40+09,1,1
10.42.0.211-10.42.0.1-16024-53-17,C2046797625,42,M,28007,M1823072687,28007,es_transportation,4484.04,TRANSFER,2019-12-21 05:51:42+09,0,0
10.42.0.211-54.186.154.10-57636-443-6,C276142295,32,M,28007,M1823072687,28007,es_transportation,18825.6,TRANSFER,2019-12-21 05:52:43+09,1,1
203.130.53.126-10.42.0.211-80-36750-6,C1791524453,35,F,28007,M348934600,28007,es_transportation,146270.98,TRANSFER,2019-12-21 05:52:52+09,0,0
10.42.0.211-10.42.0.1-60126-53-17,C1791524453,34,F,28007,M1823072687,28007,es_transportation,11395.21,TRANSFER,2019-12-21 05:55:21+09,1,1
10.42.0.42-119.146.74.49-58285-443-6,C958780730,27,M,28007,M1823072687,28007,es_transportation,30446.3,TRANSFER,2019-12-21 06:00:42+09,0,0
157.240.2.25-10.42.0.211-443-43423-6,C871962456,56,F,28007,M1823072687,28007,es_transportation,499021.89,TRANSFER,2019-12-21 06:01:21+09,0,0
10.42.0.211-23.206.166.66-52711-80-6,C1952969809,26,F,28007,M348934600,28007,es_transportation,232556.34,TRANSFER,2019-12-21 06:02:33+09,1,1
10.42.0.151-104.244.42.66-50609-443-6,C116386695,39,M,28007,M1823072687,28007,es_transportation,88550.77,TRANSFER,2019-12-21 06:06:16+09,0,0
10.42.0.211-10.42.0.1-1771-53-17,C430579454,27,F,28007,M348934600,28007,es_transportation,20266.47,TRANSFER,2019-12-21 06:09:36+09,0,0
172.217.6.206-10.42.0.151-443-43785-6,C588719767,35,M,28007,M1823072687,28007,es_transportation,813788.33,TRANSFER,2019-12-21 06:10:28+09,1,1
10.42.0.1-10.42.0.42-53-62549-17,C1840859519,53,F,28007,M348934600,28007,es_transportation,10343.72,TRANSFER,2019-12-21 06:12:38+09,0,0
157.240.2.20-10.42.0.211-443-58402-6,C1152835627,28,E,28007,M1823072687,28007,es_transportation,3107.72,TRANSFER,2019-12-21 06:14:07+09,0,0
10.42.0.1-10.42.0.42-53-57733-17,C1158875335,59,M,28007,M348934600,28007,es_transportation,91746.01,TRANSFER,2019-12-21 06:21:46+09,0,0
172.217.3.99-10.42.0.42-443-59212-6,C1905402681,46,M,28007,M348934600,28007,es_transportation,1994191.72,TRANSFER,2019-12-28 01:22:42+09,1,1
10.42.0.211-66.198.24.253-37425-443-6,C524035200,34,M,28007,M151143676,28007,es_barsandrestaurants,23696.69,TRANSFER,2019-12-21 07:18:48+09,0,0
10.42.0.42-119.146.74.34-37759-80-6,C644344959,56,M,28007,M1823072687,28007,es_transportation,35457.71,TRANSFER,2019-12-21 07:21:11+09,0,0
10.42.0.211-98.139.199.204-54068-443-6,C1821582093,45,F,28007,M1823072687,28007,es_transportation,251463.26,TRANSFER,2019-12-21 07:36:44+09,1,1
10.42.0.211-10.42.0.1-22700-53-17,C1688605578,38,M,28007,M1823072687,28007,es_transportation,81517.36,TRANSFER,2019-12-21 07:36:44+09,0,0
10.42.0.211-10.42.0.1-46032-53-17,C1272188168,36,F,28007,M1823072687,28007,es_transportation,19369.1,TRANSFER,2019-12-21 07:42:59+09,0,0
10.42.0.211-64.71.142.124-48352-80-6,C790600178,24,M,28007,M1823072687,28007,es_transportation,75762.08,TRANSFER,2019-12-21 07:49:13+09,0,0
209.85.144.139-10.42.0.211-443-43075-6,C210563051,39,M,28007,M1823072687,28007,es_transportation,1920.66,TRANSFER,2019-12-21 07:49:14+09,1,1
10.42.0.211-77.234.42.92-35240-443-6,C1530262146,35,M,28007,M348934600,28007,es_transportation,1101983.63,PAYMENT,2019-12-21 07:49:17+09,0,0
220.243.219.55-10.42.0.151-80-58252-6,C267593624,47,F,28007,M45060432,28007,es_hotelservices,323550.25,CASH_OUT,2019-12-21 07:49:21+09,0,0
10.42.0.211-10.42.0.1-21470-53-17,C188367998,60,F,28007,M1823072687,28007,es_transportation,434593.5,CASH_IN,2019-12-21 07:49:23+09,1,1
10.42.0.211-123.125.29.220-41301-80-6,C512338137,46,M,28007,M1823072687,28007,es_transportation,146020.07,CASH_IN,2019-12-21 07:49:35+09,0,0
140.205.34.4-10.42.0.151-443-57745-6,C530747890,35,F,28007,M348934600,28007,es_transportation,14288.9,CASH_OUT,2019-12-21 07:49:26+09,0,0
10.42.0.211-31.13.80.5-33126-443-6,C1734487337,26,F,28007,M1823072687,28007,es_transportation,147208.8,PAYMENT,2019-12-21 07:49:26+09,1,1
172.217.10.2-10.42.0.211-443-48931-6,C233539413,70,F,28007,M1823072687,28007,es_transportation,146971.62,PAYMENT,2019-12-21 07:49:36+09,0,0
172.217.6.206-10.42.0.151-443-47128-6,C1876476635,53,M,28007,M1823072687,28007,es_transportation,14062.97,CASH_IN,2019-12-21 07:49:29+09,0,0
10.42.0.211-10.42.0.1-9662-53-17,C1730375460,35,F,28007,M1823072687,28007,es_transportation,9209.19,CASH_IN,2019-12-21 07:49:43+09,1,1
10.42.0.211-106.11.30.199-36656-443-6,C106333716,24,F,28007,M348934600,28007,es_transportation,407495.36,PAYMENT,2019-12-21 07:49:43+09,0,0
10.42.0.211-47.89.67.224-57287-443-6,C894687005,30,M,28007,M1823072687,28007,es_transportation,20851.73,PAYMENT,2019-12-21 07:50:07+09,1,1
10.42.0.42-85.93.5.83-57018-80-6,C2037169176,36,F,28007,M85975013,28007,es_food,25803.64,CASH_IN,2019-12-21 07:50:08+09,0,0
10.42.0.211-10.42.0.1-9066-53-17,C602498884,73,F,28007,M348934600,28007,es_transportation,274556.16,CASH_OUT,2019-12-21 07:50:13+09,0,0
10.42.0.211-104.193.88.109-37721-80-6,C546697817,34,F,28007,M348934600,28007,es_transportation,238601.54,CASH_OUT,2019-12-21 07:50:15+09,0,0
10.42.0.211-123.125.115.164-42497-443-6,C76313164,41,F,28007,M1823072687,28007,es_transportation,7106.37,CASH_OUT,2019-12-21 07:58:28+09,1,1
180.149.134.221-10.42.0.211-80-59677-6,C782199851,41,F,28007,M1823072687,28007,es_transportation,258734.97,PAYMENT,2019-12-21 08:06:35+09,0,0
172.217.6.234-10.42.0.211-443-38989-6,C741739992,37,F,28007,M1823072687,28007,es_transportation,16482.06,PAYMENT,2019-12-21 08:06:47+09,0,0
10.42.0.151-10.42.0.1-47814-53-17,C1348957967,43,M,28007,M85975013,28007,es_food,326706.3,PAYMENT,2019-12-21 08:36:14+09,1,1
172.217.11.46-10.42.0.211-443-36373-6,C435572486,41,F,28007,M1823072687,28007,es_transportation,119654.81,PAYMENT,2019-12-21 08:41:48+09,0,0
175.100.207.232-10.42.0.211-80-56480-6,C1697851479,32,M,28007,M1823072687,28007,es_transportation,5622.85,PAYMENT,2019-12-21 09:32:12+09,0,0
172.217.10.65-10.42.0.211-443-52676-6,C382004679,22,M,28007,M1823072687,28007,es_transportation,134753.06,PAYMENT,2019-12-21 10:35:41+09,1,1
10.42.0.211-103.7.30.118-60369-80-6,C2145448250,30,F,28007,M1823072687,28007,es_transportation,25036.87,PAYMENT,2019-12-21 10:36:33+09,0,0
172.217.10.10-10.42.0.151-443-34328-6,C1457388461,26,F,28007,M1823072687,28007,es_transportation,18094.68,PAYMENT,2019-12-21 10:46:23+09,0,0
203.205.151.47-10.42.0.211-80-50287-6,C1542255731,43,F,28007,M85975013,28007,es_food,336550.41,PAYMENT,2019-12-21 10:52:22+09,1,1
10.42.0.151-72.21.207.79-37091-443-6,C1793707767,66,F,28007,M1823072687,28007,es_transportation,291717.68,PAYMENT,2019-12-21 11:07:12+09,0,0
172.217.11.10-10.42.0.151-443-34267-6,C2115344024,39,M,28007,M1823072687,28007,es_transportation,141211.69,PAYMENT,2019-12-21 11:08:23+09,0,0
172.217.6.227-10.42.0.211-443-39283-6,C2044438336,37,M,28007,M348934600,28007,es_transportation,11272.43,PAYMENT,2019-12-21 11:22:59+09,1,1
10.42.0.211-106.11.94.1-42151-443-6,C1156188729,56,F,28007,M1823072687,28007,es_transportation,17272.9,PAYMENT,2019-12-21 11:40:10+09,0,0
10.42.0.42-66.198.178.90-59285-80-6,C1182534509,37,F,28007,M85975013,28007,es_food,45753.18,PAYMENT,2019-12-21 12:32:06+09,0,0
10.42.0.42-66.231.239.110-57479-443-6,C1861439904,29,M,28007,M1823072687,28007,es_transportation,8121.41,PAYMENT,2019-12-21 12:48:33+09,0,0
202.77.129.150-10.42.0.151-443-44747-6,C46234453,62,F,28007,M1823072687,28007,es_transportation,14115.37,PAYMENT,2019-12-21 12:51:44+09,0,0
172.217.6.206-10.42.0.151-443-34412-6,C1624198560,66,F,28007,M348934600,28007,es_transportation,316565.95,PAYMENT,2019-12-21 12:53:17+09,1,1
8.0.6.4-8.6.0.1-0-0-0,C1624198560,32,F,28007,M1823072687,28007,es_transportation,12378.97,PAYMENT,2019-12-21 13:10:56+09,0,0
10.42.0.211-23.15.4.9-51100-80-6,C717345438,23,M,28007,M348934600,28007,es_transportation,23859.14,PAYMENT,2019-12-21 13:13:39+09,0,0
10.42.0.211-10.42.0.1-29900-53-17,C2100371435,43,F,28007,M1823072687,28007,es_transportation,11270.06,PAYMENT,2019-12-21 13:11:38+09,1,1
10.42.0.42-123.125.29.138-52804-80-6,C450845582,41,F,28007,M348934600,28007,es_transportation,95631.42,PAYMENT,2019-12-21 13:14:01+09,0,0
172.217.12.163-10.42.0.211-80-38243-6,C1423828273,27,M,28007,M1823072687,28007,es_transportation,14186.35,PAYMENT,2019-12-21 13:16:55+09,0,0
10.42.0.211-113.108.216.233-60385-80-6,C1480193980,43,F,28007,M1823072687,28007,es_transportation,267418.07,PAYMENT,2019-12-21 15:58:25+09,0,0
10.42.0.151-121.12.98.78-58834-80-6,C192974759,37,F,28007,M348934600,28007,es_transportation,24377.39,PAYMENT,2019-12-21 15:59:57+09,1,1
172.217.10.78-10.42.0.151-443-37898-6,C1256073744,42,M,28007,M1823072687,28007,es_transportation,163440.44,CASH_IN,2019-12-21 16:00:36+09,0,0
10.42.0.211-10.42.0.1-29065-53-17,C416536713,25,F,28007,M1823072687,28007,es_transportation,28484.48,CASH_OUT,2019-12-21 17:48:46+09,1,1
10.42.0.211-10.42.0.1-60598-53-17,C898690183,39,F,28007,M1823072687,28007,es_transportation,258805.83,TRANSFER,2019-12-21 17:50:13+09,0,0
203.205.158.52-10.42.0.42-80-47426-6,C954636025,23,M,28007,M1823072687,28007,es_transportation,14954.75,CASH_OUT,2019-12-21 17:51:02+09,1,1
198.11.132.178-10.42.0.211-443-41230-6,C1278181986,35,F,28007,M348934600,28007,es_transportation,21153.86,CASH_OUT,2019-12-21 17:51:32+09,0,0
172.217.12.195-10.42.0.151-443-46374-6,C1973547259,38,M,28007,M348934600,28007,es_transportation,13544.03,TRANSFER,2019-12-21 17:51:45+09,1,1
172.217.12.170-10.42.0.42-443-50094-6,C1973547259,53,M,28007,M1823072687,28007,es_transportation,8356.45,CASH_OUT,2019-12-21 17:52:06+09,0,0
10.42.0.211-123.125.115.164-34362-443-6,C1896850232,31,F,28007,M1823072687,28007,es_transportation,1919.34,CASH_IN,2019-12-21 17:52:55+09,1,1
184.50.105.35-10.42.0.211-443-38210-6,C2040640036,57,F,28007,M1823072687,28007,es_transportation,28955.95,PAYMENT,2019-12-21 17:54:03+09,0,0
10.42.0.211-23.206.125.17-54314-80-6,C2033826237,37,M,28007,M1823072687,28007,es_transportation,7417.46,CASH_IN,2019-12-21 17:54:16+09,1,1
10.42.0.211-64.71.142.96-42128-443-6,C509362814,35,M,28007,M1823072687,28007,es_transportation,50937.19,CASH_OUT,2019-12-21 17:55:08+09,0,0
10.42.0.151-121.12.98.64-59123-80-6,C1095241409,31,M,28007,M85975013,28007,es_food,139518.65,PAYMENT,2019-12-21 17:56:34+09,1,1
183.79.250.123-10.42.0.211-443-60676-6,C1267913176,38,M,28007,M1823072687,28007,es_transportation,8477.85,DEBIT,2019-12-21 17:57:25+09,0,0
10.42.0.211-66.231.239.120-41581-80-6,C1777674460,56,F,28007,M1823072687,28007,es_transportation,2046.79,PAYMENT,2019-12-21 17:57:36+09,0,0
10.42.0.211-103.7.30.118-33207-80-6,C257361511,62,M,28007,M348934600,28007,es_transportation,2517735.2,CASH_IN,2019-12-21 17:57:50+09,1,1
172.217.10.66-10.42.0.151-443-40194-6,C1801713151,43,F,28007,M1823072687,28007,es_transportation,18293.48,CASH_OUT,2019-12-21 17:58:29+09,0,0
216.58.219.238-10.42.0.151-443-42138-6,C324498528,55,F,28007,M1823072687,28007,es_transportation,614325.32,PAYMENT,2019-12-21 20:11:50+09,1,1
10.42.0.151-10.42.0.1-50041-53-17,C2104185147,66,F,28007,M1823072687,28007,es_transportation,1863526.28,CASH_OUT,2019-12-21 20:13:42+09,0,0
10.42.0.151-52.216.1.211-40397-443-6,C653252303,24,F,28007,M1823072687,28007,es_transportation,306978.58,CASH_OUT,2019-12-21 20:13:48+09,0,0
172.217.12.162-10.42.0.211-443-36706-6,C1728122351,27,F,28007,M1823072687,28007,es_transportation,125202.28,CASH_OUT,2019-12-21 21:03:20+09,1,1
216.58.219.202-10.42.0.211-443-53137-6,C918933783,24,F,28007,M1823072687,28007,es_transportation,2772.39,CASH_OUT,2019-12-21 21:03:57+09,0,0
172.217.10.10-10.42.0.211-443-40611-6,C439601438,43,F,28007,M1823072687,28007,es_transportation,453006.49,CASH_OUT,2019-12-21 21:03:58+09,0,0
10.42.0.211-36.110.213.49-44434-80-6,C226835436,40,F,28007,M1823072687,28007,es_transportation,919533.47,CASH_OUT,2019-12-21 21:03:58+09,1,1
10.42.0.211-64.71.142.124-41525-80-6,C1452354279,47,M,28007,M1823072687,28007,es_transportation,1188580.74,CASH_OUT,2019-12-21 21:14:06+09,0,0
10.42.0.151-10.42.0.1-7800-53-17,C1059534096,28,M,28007,M348934600,28007,es_transportation,475121.22,CASH_IN,2019-12-21 21:16:00+09,0,0
216.58.217.132-10.42.0.151-443-48535-6,C155920620,37,M,28007,M348934600,28007,es_transportation,186743.94,PAYMENT,2019-12-21 21:36:00+09,1,1
10.42.0.42-123.125.115.164-53676-443-6,C856303631,35,M,28007,M1823072687,28007,es_transportation,1549937.46,PAYMENT,2019-12-21 23:23:59+09,0,0
10.42.0.211-10.42.0.1-61148-53-17,C442850319,33,M,28007,M1823072687,28007,es_transportation,136083.83,CASH_OUT,2019-12-21 23:26:06+09,0,0
172.217.10.234-10.42.0.151-443-42319-6,C1158233054,57,F,28007,M348934600,28007,es_transportation,103264.86,CASH_OUT,2019-12-21 23:36:11+09,1,1
216.58.219.238-10.42.0.151-443-39675-6,C1573211398,43,F,28007,M348934600,28007,es_transportation,568203.34,CASH_IN,2019-12-21 23:41:09+09,0,0
10.42.0.151-47.89.67.245-33103-443-6,C696052681,36,F,28007,M1823072687,28007,es_transportation,276653.75,PAYMENT,2019-12-21 23:44:11+09,1,1
220.243.219.55-10.42.0.211-80-58490-6,C228319796,33,F,28007,M1823072687,28007,es_transportation,1074267.4,CASH_IN,2019-12-22 02:42:59+09,0,0
10.42.0.211-66.231.239.122-52175-80-6,C1402381285,48,F,28007,M1823072687,28007,es_transportation,80498.73,CASH_IN,2019-12-22 02:49:26+09,0,0
10.42.0.211-72.21.206.135-36324-443-6,C188084843,33,M,28007,M1823072687,28007,es_transportation,69329.07,CASH_IN,2019-12-22 02:49:29+09,1,1
10.42.0.211-10.42.0.1-4465-53-17,C2084933658,58,F,28007,M1823072687,28007,es_transportation,153639.43,CASH_OUT,2019-12-22 02:49:43+09,0,0
10.42.0.211-10.42.0.1-63487-53-17,C1872482068,49,M,28007,M1823072687,28007,es_transportation,733478.62,PAYMENT,2019-12-22 02:50:09+09,0,0
10.42.0.151-106.39.162.36-43308-80-6,C677660361,35,M,28007,M1823072687,28007,es_transportation,510385.54,PAYMENT,2019-12-22 02:59:49+09,1,1
10.42.0.211-10.42.0.1-4473-53-17,C1236503001,32,F,28007,M85975013,28007,es_food,367635.1,PAYMENT,2019-12-22 02:59:50+09,0,0
169.55.75.110-10.42.0.151-443-39689-6,C1707421914,34,M,28007,M1823072687,28007,es_transportation,511.0,CASH_IN,2019-12-22 03:00:02+09,1,1
172.217.11.14-10.42.0.151-443-57625-6,C976209265,36,M,28007,M1823072687,28007,es_transportation,47165.72,CASH_IN,2019-12-22 03:00:02+09,0,0
10.42.0.151-10.42.0.1-56314-53-17,C268823556,66,F,28007,M348934600,28007,es_transportation,11723.15,CASH_IN,2019-12-22 03:00:19+09,1,1
180.149.153.234-10.42.0.211-80-49780-6,C1738944491,39,M,28007,M85975013,28007,es_food,557323.36,CASH_OUT,2019-12-22 03:00:29+09,0,0
10.42.0.211-10.42.0.1-47222-53-17,C1348847019,28,M,28007,M1823072687,28007,es_transportation,392081.11,PAYMENT,2019-12-22 03:00:31+09,0,0
172.217.11.46-10.42.0.151-443-34578-6,C65683893,31,F,28007,M1823072687,28007,es_transportation,12756.85,PAYMENT,2019-12-22 03:07:04+09,0,0
10.42.0.1-10.42.0.42-53-41552-17,C826715503,63,M,28007,M1823072687,28007,es_transportation,13034.68,PAYMENT,2019-12-22 03:07:35+09,1,1
172.217.10.42-10.42.0.42-443-34097-6,C1508373758,41,M,28007,M1823072687,28007,es_transportation,101582.14,CASH_OUT,2019-12-22 03:07:36+09,0,0
10.42.0.151-31.13.80.52-52500-443-6,C1922157108,41,F,28007,M1823072687,28007,es_transportation,95680.79,CASH_OUT,2019-12-22 03:08:21+09,1,1
10.42.0.211-104.192.110.245-44956-443-6,C1457264318,33,F,28007,M1823072687,28007,es_transportation,18059.47,PAYMENT,2019-12-22 03:09:14+09,0,0
10.42.0.42-123.151.79.150-45204-80-6,C755000520,43,F,28007,M1823072687,28007,es_transportation,1724.09,CASH_OUT,2019-12-22 03:09:47+09,1,1
10.42.0.151-10.42.0.1-50044-53-17,C832611882,59,M,28007,M1823072687,28007,es_transportation,8922.25,CASH_IN,2019-12-22 03:10:10+09,0,0
182.22.24.124-10.42.0.211-443-33055-6,C1548142512,30,F,28007,M1823072687,28007,es_transportation,8228.72,PAYMENT,2019-12-22 05:30:15+09,0,0
10.42.0.211-10.42.0.1-33017-53-17,C96508773,63,F,28007,M1823072687,28007,es_transportation,156073.0,PAYMENT,2019-12-22 05:30:19+09,1,1
203.205.158.52-10.42.0.42-80-47428-6,C343512101,34,M,28007,M1823072687,28007,es_transportation,368830.42,PAYMENT,2019-12-22 05:32:11+09,0,0
10.42.0.211-31.13.71.36-41457-443-6,C1236509536,58,F,28007,M1823072687,28007,es_transportation,87652.24,PAYMENT,2019-12-22 05:33:54+09,0,0
10.42.0.211-10.42.0.1-59671-53-17,C1290724680,35,M,28007,M1823072687,28007,es_transportation,13078.17,PAYMENT,2019-12-22 06:21:13+09,0,0
10.42.0.211-123.125.46.141-44670-80-6,C333991833,34,M,28007,M1823072687,28007,es_transportation,44022.03,PAYMENT,2019-12-22 06:21:13+09,1,1
10.42.0.151-10.42.0.1-13717-53-17,C537423962,36,F,28007,M1823072687,28007,es_transportation,87296.26,PAYMENT,2019-12-22 06:27:11+09,0,0
10.42.0.211-54.192.38.65-58620-443-6,C335592096,35,M,28007,M1823072687,28007,es_transportation,7681.02,PAYMENT,2019-12-22 06:28:49+09,0,0
10.42.0.151-10.42.0.1-51021-53-17,C896887653,39,M,28007,M1823072687,28007,es_transportation,20758.73,PAYMENT,2019-12-22 06:29:36+09,1,1
1.31.173.114-10.42.0.42-80-37987-6,C51444479,39,M,28007,M1823072687,28007,es_transportation,534491.99,PAYMENT,2019-12-22 06:29:41+09,0,0
172.217.10.130-10.42.0.42-443-36760-6,C787259637,33,F,28007,M855959430,28007,es_hyper,473096.52,PAYMENT,2019-12-22 06:29:27+09,1,1
202.77.129.230-10.42.0.211-80-47856-6,C1999699557,50,F,28007,M1823072687,28007,es_transportation,241508.39,PAYMENT,2019-12-22 06:30:54+09,0,0
10.42.0.151-123.125.29.220-48972-80-6,C1431806998,32,F,28007,M1053599405,28007,es_health,1994535.2,PAYMENT,2019-12-22 06:31:27+09,1,1
10.42.0.211-52.84.29.134-44455-443-6,C1431806998,33,F,28007,M1913465890,28007,es_health,10739.89,PAYMENT,2019-12-22 06:32:27+09,0,0
203.205.191.25-10.42.0.211-80-38756-6,C2137070408,39,M,28007,M1823072687,28007,es_transportation,21633.11,PAYMENT,2019-12-22 07:16:34+09,0,0
209.10.120.26-10.42.0.211-80-60809-6,C1950870438,65,F,28007,M1823072687,28007,es_transportation,473635.8,PAYMENT,2019-12-22 07:16:34+09,1,1
172.217.6.206-10.42.0.211-443-36549-6,C1125832994,43,F,28007,M1823072687,28007,es_transportation,1928502.58,PAYMENT,2019-12-22 08:16:44+09,0,0
162.208.22.39-10.42.0.151-443-55153-6,C1966502638,44,F,28007,M1823072687,28007,es_transportation,1436063.14,TRANSFER,2019-12-22 08:37:47+09,0,0
203.130.53.126-10.42.0.42-80-60573-6,C1836308269,38,M,28007,M1823072687,28007,es_transportation,381797.62,PAYMENT,2019-12-22 09:14:16+09,0,0
10.42.0.42-13.32.248.108-38781-443-6,C34948851,37,F,28007,M1823072687,28007,es_transportation,804690.28,CASH_OUT,2019-12-22 09:15:21+09,1,1
10.42.0.151-10.42.0.1-1835-53-17,C1242643189,39,F,28007,M1823072687,28007,es_transportation,178019.51,CASH_IN,2019-12-22 09:35:30+09,0,0
219.142.78.162-10.42.0.151-80-54668-6,C115540448,36,F,28007,M348934600,28007,es_transportation,55439.29,CASH_IN,2019-12-22 11:13:47+09,1,1
10.42.0.211-64.71.142.120-37147-443-6,C73726310,67,F,28007,M1823072687,28007,es_transportation,270864.51,PAYMENT,2019-12-22 11:20:12+09,0,0
10.42.0.211-23.66.169.49-56405-80-6,C1717543260,51,M,28007,M1823072687,28007,es_transportation,141613.58,CASH_OUT,2019-12-22 11:37:17+09,1,1
10.42.0.211-10.42.0.1-50439-53-17,C899813705,26,M,28007,M348934600,28007,es_transportation,10763.05,CASH_IN,2019-12-22 12:54:21+09,0,0
10.42.0.211-123.125.115.164-44326-443-6,C583110837,38,M,28007,M732195782,28007,es_travel,964739.74,PAYMENT,2019-12-22 12:54:39+09,0,0
137.116.195.37-10.42.0.151-443-50203-6,C1898673978,44,M,28007,M1823072687,28007,es_transportation,122260.26,PAYMENT,2019-12-22 13:01:30+09,0,0
172.217.12.133-10.42.0.151-443-38309-6,C604267980,56,F,28007,M1823072687,28007,es_transportation,515779.98,CASH_IN,2019-12-22 13:01:49+09,1,1
220.170.182.31-10.42.0.211-443-44525-6,C1574217480,41,F,28007,M1823072687,28007,es_transportation,364267.69,CASH_IN,2019-12-22 13:18:05+09,0,0
172.217.10.1-10.42.0.211-443-52398-6,C190128751,36,F,28007,M1053599405,28007,es_health,911228.42,PAYMENT,2019-12-22 13:19:25+09,1,1
10.42.0.211-66.102.255.61-36659-443-6,C190128751,39,F,28007,M1913465890,28007,es_health,310476.34,TRANSFER,2019-12-22 13:18:25+09,0,0
10.42.0.211-47.88.68.21-39914-443-6,C1390331883,38,F,28007,M1823072687,28007,es_transportation,84369.88,PAYMENT,2019-12-22 13:23:53+09,1,1
216.58.219.228-10.42.0.211-443-36654-6,C1591008232,41,F,28007,M85975013,28007,es_food,17834.85,CASH_OUT,2019-12-22 13:25:49+09,0,0
216.58.219.238-10.42.0.211-443-40840-6,C1211514218,42,M,28007,M1823072687,28007,es_transportation,149018.81,CASH_OUT,2019-12-22 13:26:27+09,1,1
